t,vision_x,vision_y,fused_x,fused_y,gps_x,gps_y
1772659571.3166666,3.6683804444308974,-6.377185043503517,3.690083147066345,-6.370437053685459,3.671430802105946,-6.3764611745198465
1772659571.3333333,3.668291191797153,-6.376523340478683,3.6902035090288767,-6.370742885658573,3.671583445879242,-6.3764353771664934
1772659571.35,3.6693851934984782,-6.375564502958161,3.690114256395132,-6.370081182633739,3.6717360896525375,-6.3764095798131395
1772659571.3666663,3.6814411280993893,-6.368204022319164,3.691208242446623,-6.369122358829511,3.671888731242245,-6.37638378282882
1772659571.3833334,3.7134360727814237,-6.3547331714407465,3.703264694440012,-6.361761562308133,3.6720413793827182,-6.376357984737397
1772659571.4,3.7696577395701403,-6.344079727325186,3.735258723764652,-6.348291096823192,3.672194023156014,-6.376332187384043
1772659571.4166667,3.814528635400156,-6.343023904920068,3.7914803905533687,-6.337637652707631,3.67234666692931,-6.37630639003069
1772659571.4333332,3.8164801606015653,-6.346839597598141,3.836350644499459,-6.336581845406188,3.672499308519017,-6.376280593046371
1772659571.45,3.8141280033554597,-6.349626375292226,3.838302225535304,-6.34039764725377,3.672651954475902,-6.376254795323982
1772659571.4666667,3.8094508307139887,-6.352249178965294,3.8359501019366284,-6.343184385083213,3.672804598249198,-6.376228997970628
1772659571.483333,3.8028416380413796,-6.354518397381258,3.8312729962027126,-6.3458071512367376,3.672957239838905,-6.376203200986309
1772659571.5,3.795558139880413,-6.358978675037535,3.824663614436699,-6.348076434576552,3.67310988579579,-6.376177403263921
1772659571.5166667,3.7960720560947183,-6.362619168212444,3.817380220465618,-6.352536648428897,3.6732625295690857,-6.376151605910567
1772659571.5333333,3.7826225228968084,-6.376164972519414,3.8178941366799237,-6.356177141603807,3.6734151733423817,-6.376125808557213
1772659571.55,3.7354201671879053,-6.392217233354466,3.804444603482014,-6.369722945910776,3.6735678171156776,-6.376100011203859
1772659571.5666666,3.6721842960882274,-6.40482827286093,3.7572422477731107,-6.385775206745828,3.6737204608889735,-6.376074213850505
1772659571.5833333,3.5993644066688044,-6.420507649698169,3.694006376673433,-6.398386246252292,3.6738731046622695,-6.376048416497151
1772659571.6,3.5424691249452627,-6.422301036656344,3.62118648725401,-6.414065623089531,3.6740257484355654,-6.376022619143798
1772659571.6166663,3.571207217446159,-6.406986793331255,3.564292019424778,-6.415858984393076,3.6741783900252725,-6.375996822159479
1772659571.6333334,3.5722895826684726,-6.405436367012021,3.5930313452496256,-6.400544083841934,3.674331038165746,-6.375971024068056
1772659571.65,3.577042723750367,-6.403525038922578,3.594113679506078,-6.398993701879526,3.674483681939042,-6.375945226714702
1772659571.6666667,3.5827889016405354,-6.400707818367005,3.5988668205879724,-6.3970823737900835,3.674636325712338,-6.375919429361349
1772659571.6833332,3.5896225599494387,-6.396041582716234,3.6046129162783287,-6.394265193535212,3.674788967302045,-6.375893632377029
1772659571.7,3.5928734438178456,-6.394606844047451,3.6114467701027477,-6.3895988243803306,3.67494161325893,-6.375867834654641
1772659571.7166667,3.59067997742873,-6.396158328132921,3.614697607467509,-6.388164106235375,3.675094257032226,-6.375842037301287
1772659571.733333,3.60043357364465,-6.38763254613052,3.6125041724562115,-6.3897155681266655,3.675246898621933,-6.375816240316968
1772659571.75,3.616820946565349,-6.378319013000026,3.622258047729016,-6.381189542195964,3.6753995445788172,-6.375790442594579
1772659571.7666667,3.6721330944955155,-6.360212196328042,3.6386451862295943,-6.371876142294851,3.675552188352113,-6.375764645241226
1772659571.7833333,3.7559849423701457,-6.341804037839935,3.693957334159761,-6.353769325622866,3.675704832125409,-6.375738847887872
1772659571.8,3.8209600441186415,-6.336540761567775,3.777809182034391,-6.33536116713476,3.675857475898705,-6.375713050534518
1772659571.8166666,3.8544397544439333,-6.333624234725696,3.842784283782887,-6.3300978908626,3.676010119672001,-6.375687253181164
1772659571.8333333,3.843093492239169,-6.339517431783218,3.8762639941081787,-6.327181364020521,3.676162763445297,-6.37566145582781
1772659571.85,3.8371621197542054,-6.345169828340824,3.8649177319034145,-6.333074561078043,3.676315407218593,-6.375635658474457
1772659571.8666663,3.829582107261076,-6.351354472047053,3.858986444267496,-6.33872687677739,3.6764680488083004,-6.375609861490138
1772659571.8833334,3.825079152395093,-6.355869615981132,3.851406106470557,-6.344911785903783,3.6766206969487736,-6.375584063398715
1772659571.9,3.815249172832144,-6.361095292751722,3.8469032804315835,-6.349426800662131,3.6767733407220695,-6.375558266045361
1772659571.9166667,3.8089873099213998,-6.3683317888196465,3.837073300868634,-6.354652477432721,3.6769259844953655,-6.375532468692007
1772659571.9333332,3.7762400965536136,-6.383597130883584,3.830811527534643,-6.36188886998164,3.6770786260850725,-6.375506671707688
1772659571.95,3.680649145522741,-6.411806926063745,3.7980633772472707,-6.377154648797181,3.6772312720419573,-6.3754808739853
1772659571.9666667,3.5585554169082982,-6.432834487542342,3.702473793637664,-6.405364040438373,3.6773839158152533,-6.375455076631946
1772659571.983333,3.502416438388353,-6.43452098419566,3.580381811589685,-6.426391301115004,3.6775365574049603,-6.375429279647626
1772659572.0,3.546953271003707,-6.4222650801373105,3.5242412268961725,-6.4280778460201144,3.677689203361845,-6.375403481925238
1772659572.0166667,3.543339108139116,-6.423278222485947,4.616598823031958,-9.746811144771012,3.677841847135141,-6.375377684571885
1772659572.0333333,3.5503984838819407,-6.420106160788029,4.6246899354204505,-9.785034963871265,3.677994490908437,-6.375351887218531
1772659572.05,3.5547821046870127,-6.417819888413773,4.631749311163276,-9.781862902173348,3.678147134681733,-6.375326089865177
1772659572.0666666,3.5551544759647453,-6.413266067412849,4.636132931968348,-9.779576629799092,3.678299778455029,-6.375300292511823
1772659572.0833333,3.561442340002448,-6.411914892967864,4.63650530324608,-9.775022808798166,3.678452422228325,-6.375274495158469
1772659572.1,3.569053017539764,-6.407141524337084,4.6427931672837826,-9.773671634353182,3.6786050660016207,-6.375248697805116
1772659572.1166663,3.567309950461494,-6.407034034271123,4.6504037359493795,-9.768898334006053,3.678757707591328,-6.375222900820797
1772659572.1333334,3.5748524819313405,-6.40125269034615,4.648660594065644,-9.768790839327048,3.678910355731801,-6.3751971027293735
1772659572.15,3.587108267216869,-6.392100137770531,4.656202909747902,-9.763009660803077,3.679062999505097,-6.3751713053760195
1772659572.1666667,3.6312229812725727,-6.374889390046592,4.668458695033431,-9.753857108227457,3.679215643278393,-6.3751455080226656
1772659572.1833332,3.702919741671301,-6.358279450071722,4.712572778022486,-9.736646606705474,3.6793682848681004,-6.375119711038346
1772659572.2,3.7534799488412216,-6.357567912038392,4.784271589713283,-9.720036191509157,3.6795209308249848,-6.3750939133159585
1772659572.2166667,3.74588272764428,-6.363530813650073,4.834831073623295,-9.719324663654325,3.6796735745982807,-6.375068115962605
1772659572.233333,3.7420705113381865,-6.36769909148196,4.827233961105578,-9.725287479965932,3.679826216187988,-6.375042318978285
1772659572.25,3.7373424585847546,-6.37071218278231,4.823421635729437,-9.729455877055024,3.6799788621448726,-6.375016521255897
1772659572.2666667,3.731592675567837,-6.379127217388632,4.818693650610439,-9.732468925253333,3.6801315059181685,-6.374990723902544
1772659572.2833333,3.7249108684642116,-6.388202094253625,4.812943867593521,-9.740883959859655,3.6802841496914644,-6.37496492654919
1772659572.3,3.705160056891079,-6.400774222935299,4.806262060489896,-9.749958836724648,3.6804367934647604,-6.374939129195836
1772659572.3166666,3.7064806880290266,-6.396977426539487,4.786511248916764,-9.762530965406322,3.6805894372380563,-6.374913331842482
1772659572.3333333,3.6999563748680497,-6.398405459093193,4.787831880054711,-9.75873416901051,3.6807420810113523,-6.374887534489128
1772659572.35,3.6992199441661002,-6.398836443844076,4.781307566893734,-9.760162201564215,3.680894724784648,-6.374861737135774
1772659572.3666663,3.7017475276150678,-6.397235899960838,4.78057114672652,-9.760593180149806,3.6810473663743553,-6.3748359401514545
1772659572.3833334,3.698349063059738,-6.400503721899629,4.783098838649257,-9.758992567577629,3.681200014514829,-6.374810142060032
1772659572.4,3.693607813656648,-6.4023194363299725,4.779700471322089,-9.76226029602587,3.681352658288125,-6.374784344706678
1772659572.4166667,3.6904699691584466,-6.401805884512709,4.774959221918999,-9.764076010456215,3.681505302061421,-6.374758547353324
1772659572.4333332,3.6896996521792045,-6.401822574882178,4.771821422308066,-9.763562465985375,3.681657943651128,-6.374732750369005
1772659572.45,3.684327880748389,-6.404282768767262,4.771051083289542,-9.763579156832368,3.6818105896080127,-6.374706952646617
1772659572.4666667,3.685881293769506,-6.402468370024959,4.765679388701508,-9.766039315524564,3.6819632333813086,-6.374681155293263
1772659572.483333,3.6761358283631513,-6.4078209970605515,4.767232779500852,-9.764224942737469,3.6821158749710157,-6.374655358308944
1772659572.5,3.6553780168564494,-6.418196151949286,4.757487035270241,-9.769577722915287,3.6822685209279005,-6.3746295605865555
1772659572.5166667,3.6249575344315876,-6.428326331337689,4.7367295207024505,-9.779952729388222,3.6824211647011964,-6.3746037632332015
1772659572.5333333,3.5955886623617213,-6.432558087145226,4.706309038277588,-9.790082908776625,3.6825738084744923,-6.3745779658798485
1772659572.55,3.59914049594068,-6.431994770105031,4.6769401662077215,-9.794314664584164,3.6827264522477883,-6.3745521685264945
1772659572.5666666,3.601081187927984,-6.429921431702892,4.68049199978668,-9.793751347543967,3.682879096021084,-6.374526371173141
1772659572.5833333,3.6050637128075174,-6.4281724006405625,4.682432691773984,-9.79167800914183,3.68303173979438,-6.374500573819787
1772659572.6,3.60480728683621,-6.427554909712093,4.686415216653518,-9.7899289780795,3.683184383567676,-6.374474776466433
1772659572.6166663,3.6056222077132167,-6.425336024235964,4.686158794350416,-9.789311495984318,3.683337025157383,-6.374448979482113
1772659572.6333334,3.6044269797687427,-6.424070695359585,4.686973750200567,-9.787092515282502,3.6834896732978564,-6.374423181390691
1772659572.65,3.6104738670940275,-6.42216689275002,4.6857785564508925,-9.785827222606471,3.6836423170711523,-6.374397384037337
1772659572.6666667,3.610316764770288,-6.421182550953683,4.691825443776177,-9.783923419996906,3.6837949608444482,-6.374371586683983
1772659572.6833332,3.604829540711273,-6.422161692245395,4.691668343699806,-9.782939092281705,3.6839476024341553,-6.374345789699664
1772659572.7,3.6144427735295532,-6.420172499254113,4.686180962647656,-9.783918261587301,3.68410024839104,-6.374319991977276
1772659572.7166667,3.6085598051694197,-6.420524464326842,4.6957940579493735,-9.781929097051272,3.684252892164336,-6.374294194623922
1772659572.733333,3.615181416563147,-6.418622030984398,4.689911173745858,-9.782281057089095,3.684405533754043,-6.374268397639603
1772659572.75,3.6110589676321587,-6.421219825850898,4.6965329745882975,-9.780378569316767,3.684558179710928,-6.374242599917214
1772659572.7666667,3.615277538620265,-6.417144870830071,4.692410584628627,-9.78297632702201,3.684710823484224,-6.37421680256386
1772659572.7833333,3.6163603727808966,-6.413407851051938,4.696629155616733,-9.778901372001183,3.68486346725752,-6.374191005210507
1772659572.8,3.615357442522182,-6.412835873762802,4.697711989777365,-9.775164352223051,3.6850161110308157,-6.374165207857153
1772659572.8166666,3.6161713038159884,-6.414346461378787,4.69670905951865,-9.774592374933915,3.6851687548041117,-6.374139410503799
1772659572.8333333,3.616025439304183,-6.414535063009113,4.697522920812457,-9.7761029625499,3.6853213985774076,-6.3741136131504454
1772659572.85,3.6163220848657516,-6.41553087360955,4.697377056300651,-9.776291564180227,3.6854740423507035,-6.3740878157970915
1772659572.8666663,3.616195746409191,-6.416127903953624,4.697673697618667,-9.777287360535466,3.6856266839404106,-6.374062018812772
1772659572.8833334,3.617081173395814,-6.415447406949024,4.697547353740165,-9.777884416501694,3.6857793320808843,-6.37403622072135
1772659572.9,3.6175872071337807,-6.41586947497838,4.69843275539522,-9.77720393896573,3.68593197585418,-6.374010423367996
1772659572.9166667,3.6196911646293217,-6.415547983520558,4.698938789133186,-9.777626006995085,3.686084619627476,-6.373984626014642
1772659572.9333332,3.624577011258621,-6.412851858898097,4.7010427165313455,-9.77730452013624,3.686237261217183,-6.373958829030323
1772659572.95,3.647106114475604,-6.403809666000059,4.705928702947971,-9.774608318375858,3.686389907174068,-6.373933031307935
1772659572.9666667,3.691760854684798,-6.392007610876079,4.72845748388785,-9.7655662548257,3.686542550947364,-6.373907233954581
1772659572.983333,3.7453523757714735,-6.383352398132319,4.773111585305252,-9.753764368531634,3.686695192537071,-6.373881436970262
1772659573.0,3.760059613829797,-6.384096555042466,4.826704639681041,-9.745108908156473,3.686847838493956,-6.373855639247873
1772659573.0166667,3.7605509268479147,-6.383844072236995,6.932562117099748,-3.2242116895448945,3.6870004822672517,-6.373829841894519
1772659573.0333333,3.7603238208448913,-6.383138553606816,6.96228220497508,-3.132803839522014,3.6871531260405477,-6.373804044541166
1772659573.05,3.760761761577412,-6.3813268632707585,6.962055098972057,-3.1320983208918354,3.687305769813843,-6.373778247187812
1772659573.0666666,3.761760201852415,-6.383316530672155,6.962493039704578,-3.1302866305557777,3.687458413587139,-6.373752449834458
1772659573.0833333,3.7479870925122856,-6.394780706115934,6.963491479979581,-3.132276297957174,3.687611057360435,-6.373726652481104
1772659573.1,3.7061741755230444,-6.403085521285698,6.949718370639451,-3.143740473400953,3.687763701133731,-6.37370085512775
1772659573.1166663,3.6725847763526662,-6.399537243003479,6.9079060517893565,-3.15204516976927,3.6879163427234385,-6.373675058143431
1772659573.1333334,3.6609805728828246,-6.399111701050815,6.874315211096354,-3.1484967392091434,3.6880689908639117,-6.373649260052009
1772659573.15,3.6600361147086997,-6.397505510882671,6.862711339616255,-3.1480712094309955,3.6882216346372076,-6.373623462698655
1772659573.1666667,3.6612698054976787,-6.395398301404505,6.86176688144213,-3.1464650192628514,3.6883742784105036,-6.373597665345301
1772659573.1833332,3.6627662664930956,-6.3912205663917225,6.863000554583004,-3.1443578399285874,3.6885269200002107,-6.373571868360981
1772659573.2,3.6615174968920576,-6.390043850488313,6.864497058393167,-3.1401799853880235,3.6886795659570955,-6.373546070638594
1772659573.2166667,3.6634625943129597,-6.388941095030287,6.863248306655683,-3.139003286317445,3.6888322097303914,-6.37352027328524
1772659573.233333,3.6608238030337237,-6.3892075854386166,6.8651933762517166,-3.1379005466344774,3.6889848513200985,-6.3734944763009205
1772659573.25,3.6617694790677797,-6.389079144665535,6.862554509474904,-3.1381670446672754,3.6891374972769833,-6.373468678578532
1772659573.2666667,3.659769966918838,-6.389015814217772,6.863500171981137,-3.1380386057315297,3.689290141050279,-6.373442881225178
1772659573.2833333,3.661370075417061,-6.386262959717362,6.8615006598321955,-3.1379752752837664,3.689442784823575,-6.373417083871824
1772659573.3,3.6607566378871237,-6.387632478529693,6.863100768330418,-3.1352224207833563,3.689595428596871,-6.373391286518471
1772659573.3166666,3.6589307584817816,-6.387585077111913,6.862487330800481,-3.1365919395956876,3.689748072370167,-6.373365489165117
1772659573.3333333,3.6581876114888536,-6.386446641714988,6.8606614513951385,-3.1365445381779073,3.689900716143463,-6.373339691811763
1772659573.35,3.65920518466944,-6.386049534124722,6.8599183044022105,-3.1354061027809825,3.690053359916759,-6.373313894458409
1772659573.3666663,3.657420058278589,-6.385857281711876,6.860935863026282,-3.1350090008713916,3.690206001506466,-6.37328809747409
1772659573.3833334,3.6588634514592657,-6.384105671518118,6.859150660024949,-3.1348167402078406,3.6903586496469396,-6.3732622993826675
1772659573.4,3.6537487191740055,-6.385339394723071,6.860594011910957,-3.133065180126667,3.6905112934202355,-6.373236502029314
1772659573.4166667,3.653176933674908,-6.386370921466408,6.855479279625698,-3.13429890333162,3.6906639371935315,-6.37321070467596
1772659573.4333332,3.65530661577902,-6.384792606999619,6.854907502306065,-3.1353304153188346,3.6908165787832385,-6.37318490769164
1772659573.45,3.6552119555037375,-6.382649919802017,6.857037245341801,-3.1337520556954166,3.690969224740123,-6.373159109969252
1772659573.4666667,3.655886114706391,-6.38164140041207,6.856942586420627,-3.1316093991487914,3.691121868513419,-6.373133312615899
1772659573.483333,3.650788853322168,-6.383738792757051,6.857616735979346,-3.130600894185844,3.6912745101031263,-6.373107515631579
1772659573.5,3.6487517376348286,-6.384456186688565,6.8525193287590795,-3.1326983465386173,3.6914271560600107,-6.373081717909191
1772659573.5166667,3.648013210159082,-6.383777617271764,6.850482242212525,-3.1334157302078656,3.6915797998333066,-6.373055920555837
1772659573.5333333,3.6478748976981863,-6.383962678807495,6.849743714736778,-3.132737160791064,3.6917324436066026,-6.373030123202483
1772659573.55,3.6478912732564126,-6.383022225303775,6.849605402275882,-3.1329222223267954,3.6918850873798985,-6.37300432584913
1772659573.5666666,3.647043206625749,-6.382289650435031,6.849621777834109,-3.1319817688230756,3.6920377311531944,-6.372978528495776
1772659573.5833333,3.646379346298275,-6.381651368295209,6.848773711203446,-3.1312491939543317,3.6921903749264904,-6.372952731142422
1772659573.6,3.6462709521488215,-6.381851148496315,6.8481098508759715,-3.1306109118145096,3.6923430186997863,-6.372926933789068
1772659573.6166663,3.645583483142996,-6.381327359584399,6.8480014582771105,-3.130810689157734,3.6924956602894934,-6.372901136804749
1772659573.6333334,3.64264414878855,-6.38346724183887,6.847313959767866,-3.1302868777668937,3.692648308429967,-6.372875338713326
1772659573.65,3.631405332034421,-6.390155806994606,6.844374709506124,-3.1324266988005354,3.692800952203263,-6.372849541359972
1772659573.6666667,3.5958860289168695,-6.399399745080886,6.833135892751995,-3.1391152639562714,3.692953595976559,-6.372823744006618
1772659573.6833332,3.5741262774454055,-6.399409221682236,6.797617097742635,-3.14835906980683,3.693106237566266,-6.372797947022299
1772659573.7,3.5874777203141175,-6.396522386973321,6.775856723710188,-3.1483685466793117,3.693258883523151,-6.3727721492999105
1772659573.7166667,3.589094633602196,-6.396163025599233,6.789207975587527,-3.1454817532663473,3.6934115272964467,-6.3727463519465575
1772659573.733333,3.5854938441125523,-6.395158399311619,6.790824865745454,-3.1451223970329703,3.693564168886154,-6.372720554962238
1772659573.75,3.5852552250077947,-6.39359778198349,6.787223973234824,-3.1441177420023285,3.6937168148430386,-6.37269475723985
1772659573.7666667,3.586790092691048,-6.390617680866623,6.786985357543495,-3.142557146998712,3.6938694586163345,-6.372668959886496
1772659573.7833333,3.5902329977852308,-6.387787494868702,6.788520225226748,-3.139577045881845,3.6940221023896305,-6.372643162533142
1772659573.8,3.5905072940893974,-6.38782170878116,6.79196313032093,-3.1367468598839237,3.6941747461629264,-6.372617365179788
1772659573.8166666,3.5925976213016284,-6.3863003164400824,6.792237426625096,-3.1367810737963815,3.6943273899362223,-6.372591567826435
1772659573.8333333,3.5977472996668105,-6.384494419570983,6.794327753837328,-3.135259681455304,3.6944800337095183,-6.372565770473081
1772659573.85,3.6014972972385038,-6.382657990045587,6.79947743220251,-3.133453784586205,3.694632677482814,-6.372539973119727
1772659573.8666663,3.5991309745836464,-6.38268652767096,6.803227376130006,-3.1316173813311687,3.6947853190725213,-6.372514176135407
1772659573.8833334,3.59874862346623,-6.381025504085781,6.800860951922048,-3.1316459201812625,3.6949379672129945,-6.372488378043985
1772659573.9,3.603062518396986,-6.380407729404172,6.800478611743482,-3.1299849441170355,3.6950906109862904,-6.372462580690631
1772659573.9166667,3.606282140483507,-6.38074029603447,6.804792506674238,-3.129367169435426,3.6952432547595864,-6.372436783337277
1772659573.9333332,3.6046081751220242,-6.380144705197147,6.808012082703651,-3.129699731308316,3.695395896349294,-6.372410986352958
1772659573.95,3.6056256692514634,-6.379767615599535,6.806338069448905,-3.129104123430743,3.6955485423061782,-6.372385188630569
1772659573.9666667,3.611359845841033,-6.376549559988104,6.807355549023168,-3.1287270392273685,3.695701186079474,-6.372359391277215
1772659573.983333,3.606818113021393,-6.3760920334764055,6.813089643584605,-3.125509029650636,3.6958538276691812,-6.372333594292897
1772659574.0,3.6170563643029108,-6.371359108269909,6.808547780822964,-3.1250514900487993,3.696006473626066,-6.372307796570508
1772659574.0166667,3.618275692225506,-6.3664341517594565,-3.871735803507323,-11.220492183777441,3.696159117399362,-6.372281999217154
1772659574.0333333,3.621146715124197,-6.361926325888774,-4.0089566351218,-11.320462886367336,3.696311761172658,-6.3722562018638005
1772659574.05,3.628669772149506,-6.350323334302294,-4.006085612223108,-11.315955060496654,3.696464404945954,-6.3722304045104465
1772659574.0666666,3.6590448778090354,-6.336751595401939,-3.9985625551977995,-11.304352068910173,3.69661704871925,-6.3722046071570935
1772659574.0833333,3.705766159957749,-6.326799346985684,-3.96818744953827,-11.290780330009818,3.6967696924925457,-6.3721788098037395
1772659574.1,3.7145151073653424,-6.322231598517595,-3.9214661673895566,-11.280828081593564,3.6969223362658417,-6.372153012450386
1772659574.1166663,3.7011527860916997,-6.328488039779498,-3.912717345136779,-11.276260398467702,3.6970749778555487,-6.372127215466066
1772659574.1333334,3.69660284395748,-6.327318879965497,-3.926080239867789,-11.282517108231033,3.6972276259960224,-6.372101417374643
1772659574.15,3.6922618040072903,-6.3251500359122375,-3.9306300518307205,-11.281347981866038,3.6973802697693183,-6.37207562002129
1772659574.1666667,3.6858712139712746,-6.323660685779872,-3.93497109178091,-11.279179137812779,3.6975329135426143,-6.372049822667936
1772659574.1833332,3.683669944914223,-6.323980524596228,-3.941361590398715,-11.277689808985759,3.6976855551323213,-6.372024025683617
1772659574.2,3.6858813658343053,-6.321458508658861,-3.9435629224355404,-11.278009656952916,3.697838201089206,-6.371998227961228
1772659574.2166667,3.6809875013457978,-6.31914279259301,-3.941351533149666,-11.275487677092794,3.697990844862502,-6.371972430607874
1772659574.233333,3.676507811777486,-6.318991218157559,-3.9462453276308134,-11.273171994153559,3.698143486452209,-6.371946633623555
1772659574.25,3.677287366816755,-6.318701998282378,-3.9507251453660275,-11.273020415381463,3.698296132409094,-6.371920835901167
1772659574.2666667,3.6787982477050725,-6.317458848166613,-3.949945601478234,-11.27273119964355,3.69844877618239,-6.371895038547813
1772659574.2833333,3.6767337179799577,-6.315596864841831,-3.9484347205899164,-11.271488049527784,3.698601419955686,-6.371869241194459
1772659574.3,3.6745612190389387,-6.3144146707307875,-3.950499250315031,-11.269626066203003,3.6987540637289817,-6.371843443841105
1772659574.3166666,3.6769480766601577,-6.314701087665045,-3.95267174925605,-11.268443872091959,3.6989067075022777,-6.371817646487752
1772659574.3333333,3.668135100713126,-6.318443937415645,-3.950284891634831,-11.268730289026216,3.6990593512755736,-6.371791849134398
1772659574.35,3.663999624263344,-6.317333391947593,-3.9590978675818627,-11.272473138776816,3.699211995048869,-6.371766051781044
1772659574.3666663,3.6583447479594593,-6.320424756761494,-3.963233284873123,-11.27136260919526,3.6993646366385766,-6.371740254796725
1772659574.3833334,3.639455187215767,-6.327904830083148,-3.968888403861674,-11.27445410667817,3.69951728477905,-6.371714456705302
1772659574.4,3.5992260688925763,-6.336300174127098,-3.9877774241856443,-11.281933965999128,3.6996699285523458,-6.371688659351949
1772659574.4166667,3.562116205299149,-6.336270294981172,-4.028006542508836,-11.290329310043077,3.6998225723256417,-6.371662861998595
1772659574.4333332,3.5586335581362434,-6.335646132988032,-4.0651158752409,-11.290299431324575,3.699975213915349,-6.3716370650142755
1772659574.45,3.5637890896976496,-6.328394364605754,-4.06859862204466,-11.289675251473746,3.7001278598722336,-6.371611267291887
1772659574.4666667,3.584196353653393,-6.317747662327174,-4.06344316423274,-11.282423586827461,3.7002805036455295,-6.371585469938533
1772659574.483333,3.585736533834859,-6.3205076675742315,-4.043036192205527,-11.271777036851324,3.7004331452352366,-6.371559672954214
1772659574.5,3.590422945018823,-6.320171870534978,-4.041495967958481,-11.27453712106397,3.7005857911921214,-6.371533875231826
1772659574.5166667,3.588373864960133,-6.317405123530646,-4.036809623813271,-11.274201328828267,3.7007384349654173,-6.371508077878472
1772659574.5333333,3.585502787555714,-6.317562328315316,-4.038858703871961,-11.271434581823936,3.7008910787387133,-6.371482280525118
1772659574.55,3.5878786519533596,-6.315892638790638,-4.041729781276381,-11.271591786608607,3.701043722512009,-6.371456483171764
1772659574.5666666,3.590757697606223,-6.314258753965652,-4.039353916878735,-11.269922097083928,3.701196366285305,-6.37143068581841
1772659574.5833333,3.5925647151040203,-6.312284238423085,-4.036474871225872,-11.268288212258941,3.701349010058601,-6.371404888465057
1772659574.6,3.5921589293530274,-6.310707159761873,-4.034667853728075,-11.266313696716374,3.701501653831897,-6.371379091111703
1772659574.6166663,3.595599333398996,-6.307351027664676,-4.0350736336742505,-11.264736640615475,3.701654295421604,-6.371353294127384
1772659574.6333334,3.5901565185284583,-6.3080597076005285,-4.031633081979905,-11.261380364486515,3.7018069435620777,-6.371327496035961
1772659574.65,3.5963927611270377,-6.303889931567088,-4.037075741134567,-11.262089024147432,3.7019595873353737,-6.371301698682608
1772659574.6666667,3.5958972145905084,-6.304136258235919,-4.030839498535988,-11.257919248113993,3.7021122311086696,-6.371275901329254
1772659574.6833332,3.5948969920762543,-6.30459187711366,-4.03133503798366,-11.258165571259088,3.7022648726983767,-6.371250104344934
1772659574.7,3.59352937064404,-6.3042382243875235,-4.032335289114947,-11.258621203172389,3.7024175186552615,-6.371224306622546
1772659574.7166667,3.592458411434635,-6.304668961211376,-4.033702890983441,-11.258267555505228,3.7025701624285574,-6.371198509269192
1772659574.733333,3.5935072779045005,-6.304125756724546,-4.034773834872637,-11.258698286167334,3.7027228040182645,-6.3711727122848725
1772659574.75,3.60225478935846,-6.298975677661426,-4.033724938394004,-11.258155066139063,3.702875449975149,-6.371146914562485
1772659574.7666667,3.6209896798412697,-6.290106251484617,-4.024977552072529,-11.25300506074743,3.7030280937484448,-6.371121117209131
1772659574.7833333,3.656517271572699,-6.2830094466340265,-4.006242661589719,-11.244135634570622,3.7031807375217407,-6.371095319855777
