t_epoch,x_m,y_m,Pxx,Pxy,Pyx,Pyy
1.772659628316666603e+09,3.728497443651391130e+00,-6.483139168141013897e+01,3.883968091131261282e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.891746656073590425e-06
1.772659628333333254e+09,3.693537145831036206e+00,-6.485648861162056278e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628349999905e+09,3.631777729437128066e+00,-6.484151809845066339e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628366666555e+09,3.613218132221754253e+00,-6.483455891237827018e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628383333445e+09,3.553813302559363230e+00,-6.487083961163824597e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628400000095e+09,3.488333564070527526e+00,-6.487054714800214583e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628416666746e+09,3.421080032833403894e+00,-6.487315423944555448e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628433333397e+09,3.339895978916048946e+00,-6.488142109527530010e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628450000048e+09,3.255339391282124240e+00,-6.489310563123221698e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628466666698e+09,3.160551984596216446e+00,-6.490109730295836243e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628483333349e+09,3.075615609809704942e+00,-6.490132788163153066e+01,3.939059837104755960e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.946948736301585270e-06
1.772659628500000000e+09,2.993519470669422144e+00,-6.493744224634404816e+01,3.911319979096974139e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.919153322665658178e-06
1.772659628516666651e+09,2.905094815008411935e+00,-6.495102896723064134e+01,3.995736957063097857e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.003739365600888411e-06
1.772659628533333302e+09,2.826914151981824830e+00,-6.494151975975191249e+01,3.995736957063097857e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.003739365600888411e-06
1.772659628549999952e+09,2.774399227932987877e+00,-6.495779880172989351e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628566666603e+09,2.711395249767685645e+00,-6.499934937698299109e+01,4.144831619640078375e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.153132625511369215e-06
1.772659628583333254e+09,2.653925459864739711e+00,-6.499206619324343137e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628599999905e+09,2.581508591997315971e+00,-6.501148143141323033e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628616666555e+09,2.492970132766424207e+00,-6.502300434223312209e+01,3.995736957063097857e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.003739365600888411e-06
1.772659628633333445e+09,2.385454726393202218e+00,-6.502641694353069113e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628650000095e+09,2.259349544335460980e+00,-6.503281842979754401e+01,3.995736957063097857e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.003739365600888411e-06
1.772659628666666746e+09,2.142087946608696836e+00,-6.502722523693779522e+01,4.010162000229388764e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.018193298328689398e-06
1.772659628683333397e+09,2.025218126882795122e+00,-6.502492410359280939e+01,3.953077843642492797e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.960994817213688630e-06
1.772659628700000048e+09,1.904987596920649784e+00,-6.503297024512029623e+01,4.129423323656285169e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.137693470769689128e-06
1.772659628716666698e+09,1.803349121614512329e+00,-6.501624014796401241e+01,3.856996090498407406e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.864720637628635489e-06
1.772659628733333349e+09,1.703809347316978196e+00,-6.502322206208161504e+01,3.870435101266692973e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.878186563195284346e-06
1.772659628750000000e+09,1.602204177435015975e+00,-6.499939810883533653e+01,4.207632098725534043e-06,0.000000000000000000e+00,0.000000000000000000e+00,4.216058877413056435e-06
1.772659628766666651e+09,1.517534771351404466e+00,-6.499547390726321794e+01,3.897596049345757289e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.905401907498408745e-06
1.772659628783333302e+09,1.420330872269194966e+00,-6.501399446471144472e+01,3.897596049345757289e-06,0.000000000000000000e+00,0.000000000000000000e+00,3.905401907498408745e-06
